Family,Species,Individual,Timing,N family level,P family level,Na family level,Principal host family,Sex,avg eye width,Wing Length
Papilionidae,Parnassius_clodius,34,Recent,2.99333,0.313333,,Fumariaceae,female,0.7700455,3.380094
Papilionidae,Parnassius_clodius,35,Recent,2.99333,0.313333,,Fumariaceae,female,0.809455,2.88038
Papilionidae,Parnassius_smintheus,15,Ancient,1.66333,0.136667,0.0506,Crassulaceae,male,0.88502,3.12792
Papilionidae,Parnassius_smintheus,16,Ancient,1.66333,0.136667,0.0506,Crassulaceae,male,0.867445,3.262235
Papilionidae,Parnassius_smintheus,17,Ancient,1.66333,0.136667,0.0506,Crassulaceae,male,0.882949,2.872635
Papilionidae,Parnassius_smintheus,18,Ancient,1.66333,0.136667,0.0506,Crassulaceae,female,0.7120735,2.737189
Papilionidae,Parnassius_smintheus,19,Ancient,1.66333,0.136667,0.0506,Crassulaceae,female,0.794797,3.391376
Papilionidae,Parnassius_smintheus,20,Ancient,1.66333,0.136667,0.0506,Crassulaceae,female,0.6752315,2.834763
Nymphalidae,Phyciodes_graphica,416,Recent,3.3274,0.145615,0.0531,Acanthaceae,male,,1.369152
Nymphalidae,Phyciodes_graphica,417,Recent,3.3274,0.145615,0.0531,Acanthaceae,female,,1.246588
Nymphalidae,Phyciodes_graphica,418,Recent,3.3274,0.145615,0.0531,Acanthaceae,male,,1.173766
Nymphalidae,Phyciodes_phaon,54,Recent,1.27667,0.236667,0.052,Verbenaceae,male,0.687529,1.585767
Nymphalidae,Phyciodes_phaon,55,Recent,1.27667,0.236667,0.052,Verbenaceae,male,0.802903,1.505071
Nymphalidae,Phyciodes_phaon,56,Recent,1.27667,0.236667,0.052,Verbenaceae,male,,1.570981
Nymphalidae,Phyciodes_phaon,57,Recent,1.27667,0.236667,0.052,Verbenaceae,female,0.818746,1.480487
Nymphalidae,Phyciodes_phaon,58,Recent,1.27667,0.236667,0.052,Verbenaceae,female,0.7083945,1.463611
Nymphalidae,Phyciodes_phaon,59,Recent,1.27667,0.236667,0.052,Verbenaceae,female,0.6265425,1.557809
Nymphalidae,Phyciodes_tharos,48,Ancient,2.16872,0.208676,0.03387,Asteraceae,male,,
Nymphalidae,Phyciodes_tharos,49,Ancient,2.16872,0.208676,0.03387,Asteraceae,female,0.7643705,1.801729
Nymphalidae,Phyciodes_tharos,50,Ancient,2.16872,0.208676,0.03387,Asteraceae,female,0.7880375,1.72024
Nymphalidae,Phyciodes_tharos,51,Ancient,2.16872,0.208676,0.03387,Asteraceae,male,0.727145,1.772659
Nymphalidae,Phyciodes_tharos,52,Ancient,2.16872,0.208676,0.03387,Asteraceae,male,0.8896575,1.837071
Nymphalidae,Phyciodes_tharos,53,Ancient,2.16872,0.208676,0.03387,Asteraceae,female,0.912746,1.548097
Pieridae,Pieris_rapae,533_1,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.89987,2.39304
Pieridae,Pieris_rapae,534_3,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,1.012955,2.456277
Pieridae,Pieris_rapae,535_7,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.89364,2.327059
Pieridae,Pieris_rapae,536_11,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.927365,2.366328
Pieridae,Pieris_rapae,537_14,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.747315,1.966452
Pieridae,Pieris_rapae,538_17,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.89738,2.489446
Pieridae,Pieris_rapae,539_21,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.91611,2.431562
Pieridae,Pieris_rapae,540_24,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,male,0.86528,2.334352
Lycaenidae,Plebejus_glandon,167,Recent,1.5831,0.112609,0.23549,Primulaceae,female,0.4938595,0.998515
Lycaenidae,Plebejus_glandon,168,Recent,1.5831,0.112609,0.23549,Primulaceae,female,0.5266245,1.067794
Lycaenidae,Plebejus_glandon,169,Recent,1.5831,0.112609,0.23549,Primulaceae,female,0.606624,1.219032
Lycaenidae,Plebejus_glandon,170,Recent,1.5831,0.112609,0.23549,Primulaceae,male,0.5682585,1.108204
Lycaenidae,Plebejus_glandon,171,Recent,1.5831,0.112609,0.23549,Primulaceae,male,0.5380385,1.049286
Lycaenidae,Plebejus_glandon,172,Recent,1.5831,0.112609,0.23549,Primulaceae,male,0.6360785,1.27132
Lycaenidae,Plebejus_idas,254,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.614336,1.402971
Lycaenidae,Plebejus_idas,255,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.5207085,1.360496
Lycaenidae,Plebejus_idas,256,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.483445,1.211638
Lycaenidae,Plebejus_idas,257,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.578067,1.250957
Lycaenidae,Plebejus_idas,258,Recent,1.20477,0.085145,0.02524,Ericaceae,male,0.5737535,1.270384
Lycaenidae,Plebejus_idas,259,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.5252505,1.421991
Lycaenidae,Plebejus_idas,260,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.5239615,1.381409
Lycaenidae,Plebejus_idas,261,Recent,1.20477,0.085145,0.02524,Ericaceae,female,0.5274785,1.336513
Lycaenidae,Plebejus_saepiolus,125,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.7006155,1.463243
Lycaenidae,Plebejus_saepiolus,126,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.658436,1.474936
Lycaenidae,Plebejus_saepiolus,127,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.678828,1.418107
Lycaenidae,Plebejus_saepiolus,128,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.554414,1.360277
Lycaenidae,Plebejus_saepiolus,129,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.587445,1.323351
Lycaenidae,Plebejus_saepiolus,130,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.543043,1.401004
Nymphalidae,Polygonia_comma,66,Ancient,3.121192,0.2597968,0.318936,Urticaceae,female,0.955605,2.381222
Nymphalidae,Polygonia_comma,67,Ancient,3.121192,0.2597968,0.318936,Urticaceae,male,,2.579642
Nymphalidae,Polygonia_comma,68,Ancient,3.121192,0.2597968,0.318936,Urticaceae,female,,2.805172
Nymphalidae,Polygonia_comma,69,Ancient,3.121192,0.2597968,0.318936,Urticaceae,female,1.05255,2.503711
Nymphalidae,Polygonia_comma,70,Ancient,3.121192,0.2597968,0.318936,Urticaceae,female,0.93837,2.439666
Nymphalidae,Polygonia_comma,71,Ancient,3.121192,0.2597968,0.318936,Urticaceae,male,,2.443754
Nymphalidae,Polygonia_faunus,373,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.937229,2.354051
Nymphalidae,Polygonia_faunus,374,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,1.0201615,2.42184
Nymphalidae,Polygonia_faunus,375,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.964501,2.41389
Nymphalidae,Polygonia_faunus,376,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.95312,2.355716
Nymphalidae,Polygonia_faunus,377,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,male,0.973669,2.113514
Nymphalidae,Polygonia_faunus,378,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.9379195,2.166666
Nymphalidae,Polygonia_faunus,379,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.8686285,2.260812
Nymphalidae,Polygonia_faunus,380,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.9655335,2.188357
Nymphalidae,Polygonia_faunus,381,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,1.0450155,2.447075
Nymphalidae,Polygonia_faunus,382,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.9273745,2.408019
Nymphalidae,Polygonia_faunus,383,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,0.9449505,2.321011
Nymphalidae,Polygonia_faunus,384,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,female,1.0548075,2.396581
Nymphalidae,Polygonia_faunus,385,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,male,0.997461,2.391324
Nymphalidae,Polygonia_faunus,386,Recent,1.988386667,0.1725155,0.024446667,Salicaceae,male,0.921402,2.248815
Nymphalidae,Polygonia_progne,60,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,male,0.8676715,2.256071
Nymphalidae,Polygonia_progne,61,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,male,0.8372965,2.335209
Nymphalidae,Polygonia_progne,62,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,male,0.8872535,2.364651
Nymphalidae,Polygonia_progne,63,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,female,0.8757945,2.615149
Nymphalidae,Polygonia_progne,64,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,female,0.828948,2.139345
Nymphalidae,Polygonia_progne,65,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,female,0.858349,2.496634
Hesperidae,Pyrgus_centaureae,161,Recent,2.12128,0.202715,0.04175,Rosaceae,male,0.702813,1.316474
Hesperidae,Pyrgus_centaureae,162,Recent,2.12128,0.202715,0.04175,Rosaceae,male,0.709777,1.42212
Hesperidae,Pyrgus_centaureae,163,Recent,2.12128,0.202715,0.04175,Rosaceae,male,0.6739125,1.225511
Hesperidae,Pyrgus_centaureae,164,Recent,2.12128,0.202715,0.04175,Rosaceae,female,0.655844,1.38377
Hesperidae,Pyrgus_centaureae,165,Recent,2.12128,0.202715,0.04175,Rosaceae,female,,1.38377
Hesperidae,Pyrgus_centaureae,166,Recent,2.12128,0.202715,0.04175,Rosaceae,female,0.6337565,1.357082
Hesperidae,Pyrgus_communis,155,Ancient,2.64054,0.199161,0.23809,Malvaceae,male,0.780445,1.399099
Hesperidae,Pyrgus_communis,155,Ancient,2.64054,0.199161,0.23809,Malvaceae,male,,1.350097
Hesperidae,Pyrgus_communis,156,Ancient,2.64054,0.199161,0.23809,Malvaceae,male,0.781362,1.303858
Hesperidae,Pyrgus_communis,158,Ancient,2.64054,0.199161,0.23809,Malvaceae,female,0.717303,1.454341
Hesperidae,Pyrgus_communis,159,Ancient,2.64054,0.199161,0.23809,Malvaceae,female,0.730694,1.3551
Hesperidae,Pyrgus_communis,160,Ancient,2.64054,0.199161,0.23809,Malvaceae,female,0.7656445,1.413037
Lycaenidae,Satyrium_acadica,72,Recent,2.20814,0.171816,0.02502,Salicaceae,female,0.585092,1.51143
Lycaenidae,Satyrium_acadica,73,Recent,2.20814,0.171816,0.02502,Salicaceae,female,0.57426,1.38982
Lycaenidae,Satyrium_acadica,74,Recent,2.20814,0.171816,0.02502,Salicaceae,female,0.6477565,1.63142
Lycaenidae,Satyrium_acadica,75,Recent,2.20814,0.171816,0.02502,Salicaceae,male,0.6793165,1.556661
Lycaenidae,Satyrium_acadica,76,Recent,2.20814,0.171816,0.02502,Salicaceae,male,,1.445668
Lycaenidae,Satyrium_acadica,77,Recent,2.20814,0.171816,0.02502,Salicaceae,male,0.619203,1.423995
Lycaenidae,Satyrium_calanus,78,Recent,1.788128333,0.131824167,0.04324,Fagaceae,male,0.698883,1.404856
Lycaenidae,Satyrium_calanus,79,Recent,1.788128333,0.131824167,0.04324,Fagaceae,male,,1.359905
Lycaenidae,Satyrium_calanus,80,Recent,1.788128333,0.131824167,0.04324,Fagaceae,male,0.7130365,1.478988
Lycaenidae,Satyrium_calanus,81,Recent,1.788128333,0.131824167,0.04324,Fagaceae,female,0.540784,1.283499
Lycaenidae,Satyrium_calanus,82,Recent,1.788128333,0.131824167,0.04324,Fagaceae,female,0.533183,1.425618
Lycaenidae,Satyrium_calanus,83,Recent,1.788128333,0.131824167,0.04324,Fagaceae,female,0.6011575,1.38049
Lycaenidae,Satyrium_edwardsii,400,Recent,1.66129,0.115029,0.02668,Fagaceae,female,0.644455,1.487717
Lycaenidae,Satyrium_edwardsii,401,Recent,1.66129,0.115029,0.02668,Fagaceae,female,0.6649075,1.542025
Lycaenidae,Satyrium_edwardsii,402,Recent,1.66129,0.115029,0.02668,Fagaceae,female,0.6803545,1.731409
Lycaenidae,Satyrium_edwardsii,403,Recent,1.66129,0.115029,0.02668,Fagaceae,female,0.644213,1.541966
Lycaenidae,Satyrium_edwardsii,404,Recent,1.66129,0.115029,0.02668,Fagaceae,male,0.776932,1.468725
Lycaenidae,Satyrium_edwardsii,405,Recent,1.66129,0.115029,0.02668,Fagaceae,male,0.674271,1.303557
Lycaenidae,Satyrium_edwardsii,406,Recent,1.66129,0.115029,0.02668,Fagaceae,male,0.722228,1.441705
Lycaenidae,Satyrium_edwardsii,407,Recent,1.66129,0.115029,0.02668,Fagaceae,male,0.653268,1.244743
Lycaenidae,Satyrium_saepium,419,Recent,2.13208,0.130332,0.18007,Rhamnaceae,male,0.866154,1.487946
Lycaenidae,Satyrium_saepium,420,Recent,2.13208,0.130332,0.18007,Rhamnaceae,male,0.7321105,1.270335
Lycaenidae,Satyrium_saepium,421,Recent,2.13208,0.130332,0.18007,Rhamnaceae,male,0.874203,1.478392
Lycaenidae,Satyrium_saepium,422,Recent,2.13208,0.130332,0.18007,Rhamnaceae,male,0.8018255,1.520132
Lycaenidae,Satyrium_saepium,423,Recent,2.13208,0.130332,0.18007,Rhamnaceae,male,0.848549,1.469591
Nymphalidae,Speyeria_cybele,335,Ancient,2.69353,0.254557,0.0245,Violaceae,male,1.5679265,3.345
Nymphalidae,Speyeria_cybele,336,Ancient,2.69353,0.254557,0.0245,Violaceae,male,1.4556685,3.234
Nymphalidae,Speyeria_cybele,337,Ancient,2.69353,0.254557,0.0245,Violaceae,female,1.2370985,3.334
Nymphalidae,Speyeria_cybele,338,Ancient,2.69353,0.254557,0.0245,Violaceae,male,1.481349,3.424
Nymphalidae,Speyeria_cybele,339,Ancient,2.69353,0.254557,0.0245,Violaceae,male,1.3560365,2.974
Nymphalidae,Speyeria_cybele,441,Ancient,2.69353,0.254557,0.0245,Violaceae,female,1.3894285,3.584067
Nymphalidae,Speyeria_cybele,442,Ancient,2.69353,0.254557,0.0245,Violaceae,female,1.501823,3.770813
Nymphalidae,Speyeria_cybele,443,Ancient,2.69353,0.254557,0.0245,Violaceae,female,1.40486,3.681103
Hesperidae,Staphylus_hayhurstii,444,Ancient,2.50573,0.177828,0.44992,Chenopodiaceae,male,0.665993,1.191136
Hesperidae,Staphylus_hayhurstii,445,Ancient,2.50573,0.177828,0.44992,Chenopodiaceae,male,0.608511,1.190952
Hesperidae,Staphylus_hayhurstii,446,Ancient,2.50573,0.177828,0.44992,Chenopodiaceae,male,0.6104115,1.204924
Hesperidae,Staphylus_hayhurstii,447,Ancient,2.50573,0.177828,0.44992,Chenopodiaceae,male,0.587711,1.270959
Hesperidae,Thorybes_pylades,475,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.9026055,1.682358
Hesperidae,Thorybes_pylades,476,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.9006275,2.096958
Hesperidae,Thorybes_pylades,477,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.9579425,2.022189
Hesperidae,Thorybes_pylades,478,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.8638615,1.81005
Hesperidae,Thorybes_pylades,479,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,0.869038,2.001796
Hesperidae,Thorybes_pylades,480,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.8860005,1.854447
Hesperidae,Thorybes_pylades,481,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.838472,1.519556
Hesperidae,Thorybes_pylades,482,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,0.805004,1.810909
Hesperidae,Urbanus_procne,452,Recent,1.77674,0.159897,0.0395,Poaceae,male,1.032342,2.161983
Hesperidae,Urbanus_procne,453,Recent,1.77674,0.159897,0.0395,Poaceae,male,,2.172792
Hesperidae,Urbanus_procne,454,Recent,1.77674,0.159897,0.0395,Poaceae,male,1.0469365,2.294908
Hesperidae,Urbanus_procne,455,Recent,1.77674,0.159897,0.0395,Poaceae,male,1.109486,2.409783
Hesperidae,Urbanus_procne,456,Recent,1.77674,0.159897,0.0395,Poaceae,male,1.102182,2.121326
Hesperidae,Urbanus_procne,457,Recent,1.77674,0.159897,0.0395,Poaceae,male,1.029161,2.16565
Hesperidae,Urbanus_proteus,493,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.0734885,2.28681
Hesperidae,Urbanus_proteus,494,Ancient,2.83388,0.148494,0.02783,Fabaceae,NA,1.0543655,2.223171
Hesperidae,Urbanus_proteus,495,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.147135,2.51107
Hesperidae,Urbanus_proteus,496,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,1.1738345,2.401767
Hesperidae,Urbanus_proteus,497,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,1.077099,2.34101
Hesperidae,Urbanus_proteus,498,Ancient,2.83388,0.148494,0.02783,Fabaceae,female,1.0829195,2.414777
Hesperidae,Urbanus_proteus,499,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.071372,2.15863
Hesperidae,Urbanus_proteus,500,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.0248535,2.166004
Hesperidae,Urbanus_proteus,501,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.0205715,2.540926
Hesperidae,Urbanus_proteus,502,Ancient,2.83388,0.148494,0.02783,Fabaceae,male,1.061204,2.342101
Nymphalidae,Vanessa_annabella,357,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,0.963904,2.61
Nymphalidae,Vanessa_annabella,358,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.1683145,2.233
Nymphalidae,Vanessa_annabella,359,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.030575,2.213
Nymphalidae,Vanessa_annabella,360,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.181734,2.631
Nymphalidae,Vanessa_annabella,361,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,0.928153,2.326
Nymphalidae,Vanessa_annabella,362,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.0403955,2.618
Nymphalidae,Vanessa_annabella,363,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.0534895,2.45
Nymphalidae,Vanessa_annabella,364,Recent,2.727143333,0.213259,0.26825,Malvaceae,male,1.0170775,2.507
Nymphalidae,Vanessa_annabella,365,Recent,2.727143333,0.213259,0.26825,Malvaceae,female,0.9701335,2.101
Nymphalidae,Vanessa_atalanta,137,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,female,1.3601535,3.021643
Nymphalidae,Vanessa_atalanta,138,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,female,1.1374385,2.876325
Nymphalidae,Vanessa_atalanta,139,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,male,1.207062,2.987509
Nymphalidae,Vanessa_atalanta,140,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,male,1.361038,3.186667
Nymphalidae,Vanessa_atalanta,141,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,female,1.168227,2.851245
Nymphalidae,Vanessa_atalanta,142,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,male,1.2758755,3.081063
Nymphalidae,Vanessa_virginiensis,131,Recent,2.279844,0.21641015,0.092982941,Asteraceae,female,1.1169815,2.683761
Nymphalidae,Vanessa_virginiensis,132,Recent,2.279844,0.21641015,0.092982941,Asteraceae,male,1.2009235,2.68094
Nymphalidae,Vanessa_virginiensis,133,Recent,2.279844,0.21641015,0.092982941,Asteraceae,male,1.1440145,2.94018
Nymphalidae,Vanessa_virginiensis,134,Recent,2.279844,0.21641015,0.092982941,Asteraceae,female,1.2069295,2.605597
Nymphalidae,Vanessa_virginiensis,135,Recent,2.279844,0.21641015,0.092982941,Asteraceae,female,1.204559,2.543538
Nymphalidae,Vanessa_virginiensis,136,Recent,2.279844,0.21641015,0.092982941,Asteraceae,male,1.193314,2.668628
