Family,Species,Individual,Timing,N family level,P family level,Na family level,Principal host family,Sex,Wing length,Number of mature eggs,Genitalia area
Nymphalidae,Adelpha_bredowii,292,Recent,1.66129,0.115029,0.02668,Fagaceae,F,4.55373,12,1.901222
Nymphalidae,Adelpha_bredowii,293,Recent,1.66129,0.115029,0.02668,Fagaceae,F,4.938946,9,2.585705
Nymphalidae,Adelpha_bredowii,630,Recent,1.66129,0.115029,0.02668,Fagaceae,F,3.85028,,
Nymphalidae,Adelpha_bredowii,290,Recent,1.66129,0.115029,0.02668,Fagaceae,M,4.078792,,1.521296
Nymphalidae,Adelpha_bredowii,291,Recent,1.66129,0.115029,0.02668,Fagaceae,M,4.082369,,2.681767
Nymphalidae,Adelpha_bredowii,294,Recent,1.66129,0.115029,0.02668,Fagaceae,M,3.982064,,1.316992
Nymphalidae,Adelpha_bredowii,629,Recent,1.66129,0.115029,0.02668,Fagaceae,M,3.330342,,1.614803
Nymphalidae,Adelpha_bredowii,642,Recent,1.66129,0.115029,0.02668,Fagaceae,M,3.528361,,1.166491
Nymphalidae,Adelpha_bredowii,643,Recent,1.66129,0.115029,0.02668,Fagaceae,M,3.380384,,
Nymphalidae,Aglais_milberti,467,Ancient,3.41997,0.326043,0.50953,Urticaceae,M,2.625546,,
Nymphalidae,Aglais_milberti,468,Ancient,3.41997,0.326043,0.50953,Urticaceae,M,2.42785,,
Nymphalidae,Aglais_milberti,469,Ancient,3.41997,0.326043,0.50953,Urticaceae,M,2.364702,,
Nymphalidae,Aglais_milberti,470,Ancient,3.41997,0.326043,0.50953,Urticaceae,M,2.25454,,
Nymphalidae,Agraulis_vanillae,659,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,4.033864,11,
Nymphalidae,Agraulis_vanillae,661,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,3.615314,47,
Nymphalidae,Agraulis_vanillae,663,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,3.664105,47,
Nymphalidae,Agraulis_vanillae,664,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,3.542668,39,
Nymphalidae,Agraulis_vanillae,665,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,4.038646,69,
Nymphalidae,Agraulis_vanillae,667,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,3.935535,46,
Nymphalidae,Agraulis_vanillae,668,Ancient,3.1027,0.131691,0.57705,Passifloraceae,F,3.632372,30,
Nymphalidae,Agraulis_vanillae,660,Ancient,3.1027,0.131691,0.57705,Passifloraceae,M,3.539593,,
Nymphalidae,Agraulis_vanillae,662,Ancient,3.1027,0.131691,0.57705,Passifloraceae,M,3.708935,,
Nymphalidae,Agraulis_vanillae,666,Ancient,3.1027,0.131691,0.57705,Passifloraceae,M,3.606376,,
Hesperiidae,Ancyloxypha_numitor,383,Ancient,1.77674,0.159897,0.0395,Poaceae,F,1.143732,30,
Hesperiidae,Ancyloxypha_numitor,384,Ancient,1.77674,0.159897,0.0395,Poaceae,F,1.255655,27,0.264319
Hesperiidae,Ancyloxypha_numitor,385,Ancient,1.77674,0.159897,0.0395,Poaceae,F,1.097182,17,0.276564
Hesperiidae,Ancyloxypha_numitor,380,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.153847,,0.22808
Hesperiidae,Ancyloxypha_numitor,381,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.12307,,0.387931
Hesperiidae,Ancyloxypha_numitor,382,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.136426,,0.259415
Hesperiidae,Ancyloxypha_numitor,386,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.334093,,0.2356259
Hesperiidae,Ancyloxypha_numitor,430,Ancient,1.77674,0.159897,0.0395,Poaceae,M,0.948105,,0.38926
Hesperiidae,Ancyloxypha_numitor,431,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.158574,,0.318276
Hesperiidae,Ancyloxypha_numitor,432,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.052553,,0.50156
Hesperiidae,Ancyloxypha_numitor,433,Ancient,1.77674,0.159897,0.0395,Poaceae,M,1.068148,,0.461291
Nymphalidae,Asterocampa_celtis,118,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.413241,,
Nymphalidae,Asterocampa_celtis,119,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.482674,,
Nymphalidae,Asterocampa_celtis,120,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.44367,,
Nymphalidae,Asterocampa_celtis,121,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.381349,,
Nymphalidae,Asterocampa_celtis,122,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.520298,,
Nymphalidae,Asterocampa_celtis,123,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.395112,,
Nymphalidae,Asterocampa_celtis,124,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.510027,,
Nymphalidae,Asterocampa_celtis,125,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.441662,,
Nymphalidae,Asterocampa_celtis,387,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.163249,,
Nymphalidae,Asterocampa_celtis,388,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.431434,,
Nymphalidae,Asterocampa_celtis,389,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.243518,,
Nymphalidae,Asterocampa_celtis,390,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.231356,,
Nymphalidae,Asterocampa_celtis,391,Ancient,2.82167,0.160276,0.03984,Cannabaceae,M,2.560058,,
Papilionidae,Battus_philenor,636,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,F,4.933751,16,0.89192
Papilionidae,Battus_philenor,637,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,F,5.254584,38,0.907492
Papilionidae,Battus_philenor,638,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,F,5.2125033,15,0.909639
Papilionidae,Battus_philenor,639,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,F,4.412519,,
Papilionidae,Battus_philenor,640,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,F,4.881963,32,0.838675
Papilionidae,Battus_philenor,631,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,4.784116,,1.579886
Papilionidae,Battus_philenor,632,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,4.637516,,1.790091
Papilionidae,Battus_philenor,633,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,5.053801,,
Papilionidae,Battus_philenor,634,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,4.729546,,1.005733
Papilionidae,Battus_philenor,635,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,5.391628,,1.513889
Papilionidae,Battus_philenor,641,Ancient,2.605,0.351056,0.01554,Aristoloceaceae,M,4.532016,,1.450226
Nymphalidae,Boloria_bellona,32,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.255356,14,0.537574
Nymphalidae,Boloria_bellona,264,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.055709,10,0.541282
Nymphalidae,Boloria_bellona,265,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.139246,21,
Nymphalidae,Boloria_bellona,1009,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.089239,2,0.547139
Nymphalidae,Boloria_bellona,30,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.223363,,
Nymphalidae,Boloria_bellona,31,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.177109,,
Nymphalidae,Boloria_bellona,71,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.452408,,
Nymphalidae,Boloria_bellona,72,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.138392,,
Nymphalidae,Boloria_bellona,73,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.244637,,
Nymphalidae,Boloria_bellona,74,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.184215,,
Nymphalidae,Boloria_bellona,75,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.230113,,
Nymphalidae,Boloria_bellona,76,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.239919,,
Nymphalidae,Boloria_bellona,77,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.265087,,1.002631
Nymphalidae,Boloria_bellona,78,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.344225,,
Nymphalidae,Boloria_bellona,263,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.210845,,
Nymphalidae,Boloria_chariclea,461,Recent,2.61424,0.215483333,0.194203333,Salicaceae,F,2.400365,,
Nymphalidae,Boloria_chariclea,462,Recent,2.61424,0.215483333,0.194203333,Salicaceae,F,2.321649,12,0.650514
Nymphalidae,Boloria_chariclea,463,Recent,2.61424,0.215483333,0.194203333,Salicaceae,F,2.262758,16,0.598387
Nymphalidae,Boloria_chariclea,464,Recent,2.61424,0.215483333,0.194203333,Salicaceae,M,1.80493,,
Nymphalidae,Boloria_chariclea,465,Recent,2.61424,0.215483333,0.194203333,Salicaceae,M,1.81127,,
Nymphalidae,Boloria_chariclea,466,Recent,2.61424,0.215483333,0.194203333,Salicaceae,M,1.920794,,
Nymphalidae,Boloria_freija,691,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.933051,28,0.6304
Nymphalidae,Boloria_freija,688,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.758691,,0.512341
Nymphalidae,Boloria_freija,689,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.854832,,0.905464
Nymphalidae,Boloria_freija,690,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.765754,,0.861316
Nymphalidae,Boloria_selene,256,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.018057,13,0.427094
Nymphalidae,Boloria_selene,257,Ancient,2.69353,0.254557,0.0245,Violaceae,F,1.987775,16,0.477004
Nymphalidae,Boloria_selene,260,Ancient,2.69353,0.254557,0.0245,Violaceae,F,1.951679,30,0.479192
Nymphalidae,Boloria_selene,255,Ancient,2.69353,0.254557,0.0245,Violaceae,M,1.992313,,0.516093
Nymphalidae,Boloria_selene,258,Ancient,2.69353,0.254557,0.0245,Violaceae,M,1.917334,,
Nymphalidae,Boloria_selene,259,Ancient,2.69353,0.254557,0.0245,Violaceae,M,1.899657,,
Nymphalidae,Boloria_selene,261,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.047452,,
Nymphalidae,Boloria_selene,262,Ancient,2.69353,0.254557,0.0245,Violaceae,M,1.98249,,
Lycaenidae,Callophrys_augustinus,692,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.240175,21,0.309336
Lycaenidae,Callophrys_augustinus,693,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.150121,14,0.322396
Lycaenidae,Callophrys_augustinus,694,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.176123,,
Lycaenidae,Callophrys_augustinus,695,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.27295,15,0.304299
Lycaenidae,Callophrys_augustinus,696,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.284963,14,
Lycaenidae,Callophrys_augustinus,697,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.339939,26,
Lycaenidae,Callophrys_augustinus,704,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.235454,17,0.262863
Lycaenidae,Callophrys_augustinus,698,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.23203,,
Lycaenidae,Callophrys_augustinus,699,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.201566,,1.180264
Lycaenidae,Callophrys_augustinus,700,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.31125,,1.1655
Lycaenidae,Callophrys_augustinus,701,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.253112,,0.968795
Lycaenidae,Callophrys_augustinus,702,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.2264,,
Lycaenidae,Callophrys_augustinus,703,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.275172,,
Lycaenidae,Callophrys_augustinus,705,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.205698,,
Lycaenidae,Callophrys_niphon,238,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.330143,9,0.355905
Lycaenidae,Callophrys_niphon,239,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.296679,,
Lycaenidae,Callophrys_niphon,240,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.194957,11,0.396196
Lycaenidae,Callophrys_niphon,241,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.360303,9,0.305342
Lycaenidae,Callophrys_niphon,242,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.346813,10,0.360271
Lycaenidae,Callophrys_niphon,243,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.350772,9,0.366895
Lycaenidae,Callophrys_niphon,244,Recent,1.22446,0.130829,0.02399,Pinaceae,F,1.344248,19,0.379092
Lycaenidae,Callophrys_niphon,245,Recent,1.22446,0.130829,0.02399,Pinaceae,M,1.379889,,1.800433
Lycaenidae,Callophrys_niphon,246,Recent,1.22446,0.130829,0.02399,Pinaceae,M,1.330175,,1.032368
Lycaenidae,Callophrys_spinetorum,281,Recent,1.3125,0.134353,0.56459,Santalaceae,M,1.572121,,
Lycaenidae,Callophrys_spinetorum,282,Recent,1.3125,0.134353,0.56459,Santalaceae,M,1.489269,,1.317942
Nymphalidae,Cercyonis_pegala,532,Ancient,1.77674,0.159897,0.0395,Poaceae,F,2.424793,,0.687854
Nymphalidae,Cercyonis_pegala,56,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.484705,,
Nymphalidae,Cercyonis_pegala,57,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.418026,,
Nymphalidae,Cercyonis_pegala,58,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.465733,,
Nymphalidae,Cercyonis_pegala,59,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.37052,,
Nymphalidae,Cercyonis_pegala,60,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.419366,,
Nymphalidae,Cercyonis_pegala,61,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.285813,,
Nymphalidae,Cercyonis_pegala,62,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.265731,,
Nymphalidae,Cercyonis_pegala,63,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.422614,,
Nymphalidae,Cercyonis_pegala,530,Ancient,1.77674,0.159897,0.0395,Poaceae,M,2.003433,,
Nymphalidae,Chlosyne_nycteis,721,Recent,2.16872,0.208676,0.03387,Asteraceae,F,2.281768,,
Nymphalidae,Chlosyne_nycteis,223,Recent,2.16872,0.208676,0.03387,Asteraceae,M,1.520968,,
Nymphalidae,Chlosyne_nycteis,716,Recent,2.16872,0.208676,0.03387,Asteraceae,M,2.148066,,
Nymphalidae,Chlosyne_nycteis,717,Recent,2.16872,0.208676,0.03387,Asteraceae,M,2.075242,,
Nymphalidae,Chlosyne_nycteis,718,Recent,2.16872,0.208676,0.03387,Asteraceae,M,1.924198,,
Nymphalidae,Chlosyne_nycteis,719,Recent,2.16872,0.208676,0.03387,Asteraceae,M,1.967556,,
Nymphalidae,Chlosyne_nycteis,720,Recent,2.16872,0.208676,0.03387,Asteraceae,M,2.078572,,
Pieridae,Colias_eurytheme,26,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,3.026171,55,0.406139
Pieridae,Colias_eurytheme,271,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.64831,15,0.291366
Pieridae,Colias_eurytheme,272,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.724851,44,0.367772
Pieridae,Colias_eurytheme,354,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,3.019547,59,0.456995
Pieridae,Colias_eurytheme,355,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.557346,54,0.475835
Pieridae,Colias_eurytheme,356,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.820315,94,0.454004
Pieridae,Colias_eurytheme,357,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.693344,93,0.402562
Pieridae,Colias_eurytheme,358,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.566083,15,0.38749
Pieridae,Colias_eurytheme,83,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.367462,,
Pieridae,Colias_eurytheme,359,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.3221,,1.137017
Pieridae,Colias_eurytheme,360,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.583054,,1.266683
Pieridae,Colias_eurytheme,361,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.54398,,1.677703
Pieridae,Colias_eurytheme,362,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.622694,,1.400122
Pieridae,Colias_eurytheme,363,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.77344,,1.667316
Pieridae,Colias_interior,42,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.795204,19,0.542798
Pieridae,Colias_interior,44,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.683645,25,0.540589
Pieridae,Colias_interior,50,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.619916,28,0.503238
Pieridae,Colias_interior,51,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.7507,7,0.571102
Pieridae,Colias_interior,53,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.818873,30,0.563501
Pieridae,Colias_interior,55,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.679319,23,0.616761
Pieridae,Colias_interior,81,Recent,1.20477,0.085145,0.02524,Ericaceae,F,2.5895,24,
Pieridae,Colias_interior,43,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.614539,,1.636911
Pieridae,Colias_interior,45,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.626636,,
Pieridae,Colias_interior,46,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.745207,,1.838681
Pieridae,Colias_interior,47,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.689724,,1.63794
Pieridae,Colias_interior,48,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.090835,,1.233348
Pieridae,Colias_interior,49,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.613459,,1.353315
Pieridae,Colias_interior,52,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.671015,,1.434473
Pieridae,Colias_interior,54,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.53713,,1.534117
Pieridae,Colias_interior,527,Recent,1.20477,0.085145,0.02524,Ericaceae,M,2.391328,,1.641882
Pieridae,Colias_meadii,519,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.171229,81,0.610505
Pieridae,Colias_meadii,520,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.161069,56,0.565297
Pieridae,Colias_meadii,521,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.234642,26,0.581103
Pieridae,Colias_meadii,522,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.095222,20,0.497098
Pieridae,Colias_meadii,523,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.112243,47,0.573665
Pieridae,Colias_meadii,524,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.080119,38,0.556719
Pieridae,Colias_meadii,525,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.141317,71,0.569986
Pieridae,Colias_meadii,516,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.203054,,1.213809
Pieridae,Colias_meadii,517,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.251018,,1.277456
Pieridae,Colias_meadii,518,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.088563,,
Pieridae,Colias_philodice,7,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.615606,,
Pieridae,Colias_philodice,80,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.413153,,
Pieridae,Colias_philodice,1,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.336245,,
Pieridae,Colias_philodice,2,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.572835,,
Pieridae,Colias_philodice,3,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.375112,,1.897656
Pieridae,Colias_philodice,4,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.490967,,1.747695
Pieridae,Colias_philodice,5,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.466682,,
Pieridae,Colias_philodice,6,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.532796,,
Pieridae,Colias_philodice,79,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.298568,,
Pieridae,Colias_scudderi,722,Recent,1.706455,0.1284805,0.02513,Salicaceae,M,2.672704,,
Pieridae,Colias_scudderi,723,Recent,1.706455,0.1284805,0.02513,Salicaceae,M,2.531004,,
Pieridae,Colias_scudderi,724,Recent,1.706455,0.1284805,0.02513,Salicaceae,M,2.714592,,
Nymphalidae,Danaus_plexippus,270,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,5.097801,19,0.739076
Nymphalidae,Danaus_plexippus,392,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,5.051353,43,0.824785
Nymphalidae,Danaus_plexippus,455,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,5.260753,27,0.900046
Nymphalidae,Danaus_plexippus,456,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,4.694465,5,
Nymphalidae,Danaus_plexippus,616,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,5.185481,,
Nymphalidae,Danaus_plexippus,617,Ancient,2.122,0.225827,0.13648,Apocynaceae,F,5.126806,,
Nymphalidae,Danaus_plexippus,100,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.543654,,7.612019
Nymphalidae,Danaus_plexippus,101,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.404183,,7.27104
Nymphalidae,Danaus_plexippus,102,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.180453,,6.674966
Nymphalidae,Danaus_plexippus,237,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.392254,,5.454474
Nymphalidae,Danaus_plexippus,584,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.060725,,6.305113
Nymphalidae,Danaus_plexippus,618,Ancient,2.122,0.225827,0.13648,Apocynaceae,M,5.454424,,6.500201
Hesperiidae,Erynnis_icelus,247,Recent,2.41672,0.164042,0.025956667,Salicaceae,F,1.525662,,0.499218
Hesperiidae,Erynnis_icelus,249,Recent,2.41672,0.164042,0.025956667,Salicaceae,F,1.476517,,0.48258
Hesperiidae,Erynnis_icelus,248,Recent,2.41672,0.164042,0.025956667,Salicaceae,M,1.401717,,0.880385
Hesperiidae,Erynnis_icelus,250,Recent,2.41672,0.164042,0.025956667,Salicaceae,M,1.388239,,0.411935
Hesperiidae,Erynnis_juvenalis,214,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.871489,34,0.484391
Hesperiidae,Erynnis_juvenalis,200,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.878576,,3.180523
Hesperiidae,Erynnis_juvenalis,201,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.872179,,2.485458
Hesperiidae,Erynnis_juvenalis,202,Recent,1.66129,0.115029,0.02668,Fagaceae,M,,,
Hesperiidae,Erynnis_juvenalis,213,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.858237,,
Hesperiidae,Erynnis_juvenalis,215,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.815872,,1.768927
Hesperiidae,Erynnis_juvenalis,216,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.767463,,2.719115
Lycaenidae,Eumaeus_atala,749,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.246411,23,1.141579
Lycaenidae,Eumaeus_atala,751,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.248295,15,1.264406
Lycaenidae,Eumaeus_atala,752,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.076071,14,
Lycaenidae,Eumaeus_atala,754,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.125476,9,
Lycaenidae,Eumaeus_atala,756,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.45521,12,
Lycaenidae,Eumaeus_atala,760,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.357623,25,
Lycaenidae,Eumaeus_atala,761,Recent,1.86267,0.187497,0.14029,Cycadaceae,F,2.397208,26,
Lycaenidae,Eumaeus_atala,748,Recent,1.86267,0.187497,0.14029,Cycadaceae,M,2.044343,,3.635195
Lycaenidae,Eumaeus_atala,750,Recent,1.86267,0.187497,0.14029,Cycadaceae,M,1.886087,,
Lycaenidae,Eumaeus_atala,753,Recent,1.86267,0.187497,0.14029,Cycadaceae,M,1.904763,,
